treat,age,educ,black,hisp,married,nodegr,re74,re75,re78
0.00,55.00,5.00,0.00,0.00,1.00,1.00,14243.87,14424.63,14178.79
0.00,29.00,8.00,0.00,0.00,1.00,1.00,9786.54,6337.74,5151.36
0.00,36.00,8.00,0.00,0.00,1.00,1.00,16771.32,16803.97,16922.92
0.00,54.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,50.00,11.00,0.00,0.00,1.00,1.00,24686.76,10654.21,0.00
0.00,27.00,17.00,0.00,0.00,1.00,0.00,2842.90,152.18,16518.03
0.00,21.00,13.00,0.00,0.00,1.00,0.00,7502.03,6173.03,25564.67
0.00,20.00,12.00,0.00,0.00,0.00,0.00,16542.09,14868.63,16342.18
0.00,23.00,15.00,0.00,0.00,1.00,0.00,1251.97,4563.53,4679.96
0.00,33.00,5.00,0.00,0.00,1.00,1.00,25862.32,25243.55,12927.15
0.00,35.00,10.00,0.00,1.00,1.00,1.00,13103.58,13128.44,16729.34
0.00,53.00,9.00,0.00,0.00,1.00,1.00,25862.32,19457.23,25564.67
0.00,23.00,14.00,0.00,0.00,0.00,0.00,12933.12,13316.42,18808.50
0.00,18.00,11.00,0.00,0.00,0.00,1.00,497.65,0.00,16860.86
0.00,23.00,11.00,0.00,0.00,1.00,1.00,14347.71,22819.45,25564.67
0.00,55.00,12.00,0.00,0.00,1.00,0.00,20572.30,21030.92,21397.48
0.00,28.00,12.00,0.00,0.00,1.00,0.00,21457.89,21383.61,24660.30
0.00,38.00,6.00,0.00,0.00,1.00,1.00,21851.70,16775.32,21871.83
0.00,27.00,12.00,1.00,0.00,1.00,0.00,22498.26,18986.37,16284.55
0.00,28.00,13.00,0.00,0.00,0.00,0.00,8991.08,1280.08,6371.96
0.00,31.00,12.00,0.00,0.00,1.00,0.00,14719.97,14768.37,15467.36
0.00,49.00,9.00,0.00,0.00,1.00,1.00,16134.56,25243.55,20156.19
0.00,29.00,15.00,0.00,0.00,0.00,0.00,16957.45,2130.48,21529.00
0.00,34.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,35.00,12.00,0.00,0.00,1.00,0.00,25202.05,23816.66,13243.39
0.00,23.00,7.00,1.00,0.00,1.00,1.00,4931.48,5191.94,6605.44
0.00,47.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,19.00,12.00,1.00,0.00,0.00,0.00,4919.72,6817.55,7948.69
0.00,51.00,7.00,0.00,0.00,1.00,1.00,11996.59,9855.73,0.00
0.00,23.00,12.00,1.00,0.00,0.00,0.00,12074.96,11565.48,25529.20
0.00,36.00,5.00,0.00,0.00,1.00,1.00,12827.32,13434.58,15007.79
0.00,43.00,12.00,0.00,0.00,1.00,0.00,25352.91,25243.55,25564.67
0.00,19.00,12.00,0.00,0.00,0.00,0.00,4980.46,3732.82,8792.47
0.00,33.00,16.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,53.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,26.00,16.00,0.00,0.00,0.00,0.00,11679.19,8353.65,0.00
0.00,25.00,11.00,1.00,0.00,1.00,1.00,12466.81,6504.24,13744.33
0.00,39.00,1.00,1.00,0.00,0.00,1.00,8248.51,5841.82,8406.79
0.00,50.00,14.00,0.00,0.00,1.00,0.00,25862.32,17292.73,0.00
0.00,51.00,14.00,0.00,0.00,1.00,0.00,4032.17,20774.90,724.09
0.00,20.00,11.00,0.00,0.00,0.00,1.00,7468.73,8699.18,7808.31
0.00,43.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,35.00,12.00,0.00,0.00,1.00,0.00,25456.75,25243.55,0.00
0.00,26.00,14.00,0.00,0.00,0.00,0.00,3207.32,409.98,5232.63
0.00,20.00,12.00,0.00,0.00,0.00,0.00,11734.05,6300.15,1102.38
0.00,40.00,10.00,1.00,0.00,1.00,1.00,10493.83,3018.48,12325.72
0.00,40.00,11.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00
0.00,27.00,7.00,0.00,0.00,1.00,1.00,8383.70,4112.37,9800.28
0.00,44.00,18.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,44.00,9.00,0.00,0.00,1.00,1.00,0.00,4243.07,13071.97
0.00,51.00,11.00,0.00,0.00,1.00,1.00,21802.72,21165.19,23411.62
0.00,36.00,5.00,0.00,0.00,0.00,1.00,3814.69,2873.47,2751.53
0.00,40.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,50.00,5.00,0.00,0.00,1.00,1.00,13897.08,13703.13,14279.27
0.00,41.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,23.00,12.00,0.00,0.00,1.00,0.00,0.00,16504.98,25564.67
0.00,40.00,12.00,0.00,0.00,1.00,0.00,619.13,0.00,10094.35
0.00,22.00,11.00,0.00,0.00,0.00,1.00,0.00,0.00,682.71
0.00,30.00,12.00,0.00,0.00,1.00,0.00,20999.42,17876.37,21243.80
0.00,26.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,24.00,12.00,1.00,0.00,1.00,0.00,9631.76,3227.95,10812.53
0.00,32.00,12.00,1.00,0.00,1.00,0.00,16973.13,15858.68,25564.67
0.00,39.00,11.00,1.00,0.00,0.00,1.00,20053.10,18485.08,5625.71
0.00,41.00,12.00,0.00,0.00,1.00,0.00,24112.70,23483.66,25564.67
0.00,18.00,10.00,0.00,0.00,0.00,1.00,82.29,2309.52,8584.11
0.00,16.00,9.00,0.00,0.00,0.00,1.00,0.00,832.50,7697.48
0.00,25.00,16.00,0.00,0.00,1.00,0.00,14435.88,12134.81,12197.16
0.00,23.00,14.00,0.00,0.00,1.00,0.00,4937.35,1679.32,8454.07
0.00,22.00,12.00,0.00,0.00,1.00,0.00,18129.10,17833.40,19371.52
0.00,20.00,12.00,0.00,0.00,0.00,0.00,15548.74,16975.84,17268.71
0.00,20.00,12.00,0.00,0.00,0.00,0.00,9476.97,245.27,10265.77
0.00,27.00,12.00,1.00,0.00,1.00,0.00,21179.67,19450.06,22253.08
0.00,27.00,15.00,0.00,0.00,1.00,0.00,7364.88,5184.77,15714.14
0.00,55.00,8.00,0.00,0.00,0.00,1.00,8575.71,4441.79,11314.95
0.00,38.00,18.00,0.00,0.00,1.00,0.00,25862.32,2866.31,25142.04
0.00,34.00,16.00,1.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,28.00,18.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,33.00,16.00,0.00,0.00,1.00,0.00,24461.45,22572.39,24683.94
0.00,35.00,17.00,0.00,0.00,1.00,0.00,20151.06,18852.10,19173.50
0.00,28.00,18.00,0.00,0.00,0.00,0.00,5346.84,18003.48,19362.65
0.00,41.00,18.00,0.00,0.00,1.00,0.00,13877.49,13590.34,18087.37
0.00,52.00,9.00,0.00,0.00,1.00,1.00,14960.96,14483.71,17214.04
0.00,42.00,13.00,0.00,0.00,1.00,0.00,1626.19,0.00,0.00
0.00,26.00,12.00,0.00,0.00,1.00,0.00,538.80,574.69,638.38
0.00,22.00,11.00,0.00,0.00,1.00,1.00,13338.69,4626.19,18616.40
0.00,19.00,12.00,0.00,0.00,0.00,0.00,8450.32,8455.69,2609.67
0.00,25.00,16.00,0.00,0.00,1.00,0.00,17807.78,22146.29,23931.78
0.00,35.00,16.00,0.00,0.00,0.00,0.00,25862.32,25243.55,25564.67
0.00,34.00,18.00,0.00,0.00,0.00,0.00,25862.32,25243.55,25564.67
0.00,33.00,12.00,0.00,0.00,1.00,0.00,23136.98,22248.34,20535.97
0.00,43.00,16.00,1.00,0.00,1.00,0.00,11287.34,16379.66,19285.81
0.00,40.00,9.00,1.00,0.00,1.00,1.00,5054.91,7138.02,10361.82
0.00,35.00,12.00,0.00,0.00,0.00,0.00,15505.64,15579.39,7316.22
0.00,26.00,6.00,1.00,0.00,0.00,1.00,11865.32,13117.69,16931.79
0.00,51.00,12.00,0.00,0.00,1.00,0.00,23089.96,23499.77,25564.67
0.00,53.00,12.00,0.00,0.00,1.00,0.00,17304.24,22876.74,24428.30
0.00,20.00,13.00,0.00,0.00,0.00,0.00,101.88,42.97,3242.13
0.00,24.00,12.00,0.00,0.00,1.00,0.00,15382.20,18859.26,24174.13
0.00,33.00,9.00,0.00,0.00,1.00,1.00,20372.46,19876.16,17030.80
0.00,22.00,13.00,0.00,0.00,1.00,0.00,13842.22,14836.40,16243.17
0.00,47.00,9.00,0.00,0.00,1.00,1.00,0.00,0.00,4984.37
0.00,21.00,9.00,0.00,0.00,1.00,1.00,11156.07,8441.37,1213.21
0.00,35.00,16.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,37.00,12.00,0.00,0.00,1.00,0.00,17750.96,7401.19,23470.73
0.00,41.00,14.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,16.00,10.00,0.00,0.00,0.00,1.00,0.00,0.00,3514.03
0.00,25.00,17.00,0.00,0.00,1.00,0.00,18812.88,17833.40,20063.09
0.00,45.00,1.00,0.00,1.00,1.00,1.00,5094.09,4296.77,4433.18
0.00,28.00,16.00,0.00,0.00,1.00,0.00,19526.05,21220.69,20274.41
0.00,44.00,12.00,0.00,0.00,1.00,0.00,25862.32,21713.03,24530.26
0.00,18.00,11.00,0.00,0.00,0.00,1.00,4012.58,2954.03,9198.85
0.00,23.00,12.00,0.00,0.00,1.00,0.00,11747.76,11524.31,20008.42
0.00,26.00,16.00,0.00,0.00,1.00,0.00,13207.42,13917.97,14356.11
0.00,42.00,12.00,0.00,0.00,1.00,0.00,18656.14,11676.48,17714.99
0.00,37.00,7.00,0.00,0.00,1.00,1.00,9804.17,10686.44,9497.35
0.00,39.00,8.00,0.00,0.00,1.00,1.00,11146.27,0.00,0.00
0.00,42.00,12.00,0.00,0.00,1.00,0.00,21434.38,25243.55,24834.67
0.00,18.00,12.00,0.00,0.00,0.00,0.00,1155.97,1663.21,8421.56
0.00,42.00,5.00,1.00,0.00,1.00,1.00,13691.36,13842.77,13490.17
0.00,40.00,9.00,1.00,0.00,1.00,1.00,18044.85,21798.97,19046.42
0.00,35.00,12.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,46.00,12.00,0.00,0.00,1.00,0.00,987.47,15697.55,2419.04
0.00,16.00,9.00,0.00,0.00,0.00,1.00,0.00,2843.03,2881.57
0.00,18.00,11.00,1.00,0.00,0.00,1.00,2068.99,1623.82,20243.38
0.00,27.00,14.00,0.00,0.00,1.00,0.00,6831.96,0.00,0.00
0.00,41.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,29.00,14.00,0.00,0.00,0.00,0.00,13252.48,13785.48,13670.45
0.00,28.00,12.00,0.00,0.00,1.00,0.00,14692.54,15978.63,17581.99
0.00,20.00,12.00,1.00,0.00,0.00,0.00,11665.47,12739.94,16284.55
0.00,39.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,34.00,8.00,1.00,0.00,0.00,1.00,9177.21,2903.90,263.04
0.00,24.00,16.00,0.00,0.00,1.00,0.00,11191.33,13228.69,17540.61
0.00,24.00,12.00,0.00,0.00,1.00,0.00,11426.44,10437.58,0.00
0.00,29.00,12.00,0.00,0.00,1.00,0.00,13914.71,11409.73,17348.51
0.00,50.00,11.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
0.00,40.00,12.00,0.00,0.00,1.00,0.00,2353.08,1009.74,888.11
0.00,27.00,12.00,0.00,0.00,1.00,0.00,25733.01,20286.15,19058.24
0.00,45.00,10.00,1.00,0.00,1.00,1.00,11400.97,12256.55,13586.22
0.00,21.00,15.00,1.00,0.00,0.00,0.00,3608.97,2171.66,13920.18
0.00,20.00,12.00,1.00,0.00,0.00,0.00,13899.04,13780.11,15232.41
0.00,27.00,12.00,1.00,0.00,1.00,0.00,22596.22,25243.55,25134.65
0.00,39.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,8711.20
0.00,43.00,11.00,0.00,0.00,1.00,1.00,6522.40,9324.00,16046.63
0.00,30.00,16.00,0.00,0.00,1.00,0.00,21951.63,20875.16,21387.14
0.00,28.00,9.00,0.00,0.00,1.00,1.00,14539.72,13042.50,0.00
0.00,48.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,33.00,7.00,1.00,0.00,1.00,1.00,19723.94,18411.68,21818.63
0.00,33.00,12.00,0.00,1.00,1.00,0.00,20952.40,20121.44,829.00
0.00,30.00,15.00,0.00,0.00,1.00,0.00,22378.75,20062.35,22681.63
0.00,42.00,15.00,0.00,1.00,1.00,0.00,25862.32,21634.26,25564.67
0.00,26.00,7.00,0.00,0.00,1.00,1.00,237.07,5739.77,3995.77
0.00,34.00,12.00,0.00,0.00,1.00,0.00,25499.86,19276.40,25564.67
0.00,20.00,9.00,0.00,0.00,1.00,1.00,1557.62,0.00,6525.64
0.00,27.00,7.00,0.00,0.00,1.00,1.00,14584.78,15405.73,6596.57
0.00,46.00,12.00,0.00,0.00,1.00,0.00,9794.38,21483.87,17732.72
0.00,30.00,12.00,0.00,0.00,1.00,0.00,13166.27,12174.19,14620.63
0.00,50.00,10.00,0.00,0.00,1.00,1.00,22933.22,21190.26,0.00
0.00,37.00,11.00,0.00,0.00,1.00,1.00,18466.09,14093.42,3682.50
0.00,29.00,7.00,0.00,0.00,1.00,1.00,9149.78,3408.77,6086.76
0.00,23.00,16.00,0.00,0.00,1.00,0.00,2989.84,15600.87,0.00
0.00,31.00,15.00,0.00,0.00,1.00,0.00,13612.99,15937.45,16887.46
0.00,29.00,16.00,0.00,0.00,1.00,0.00,18726.67,19698.92,18691.76
0.00,36.00,13.00,0.00,1.00,1.00,0.00,14373.18,14474.76,16507.68
0.00,34.00,11.00,0.00,0.00,1.00,1.00,0.00,5444.37,0.00
0.00,20.00,14.00,0.00,0.00,0.00,0.00,0.00,6398.61,25239.57
0.00,35.00,12.00,0.00,0.00,1.00,0.00,21105.22,22135.55,21957.54
0.00,34.00,12.00,0.00,1.00,1.00,0.00,17020.15,21643.21,12096.67
0.00,54.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,9036.30
0.00,27.00,12.00,0.00,0.00,1.00,0.00,25862.32,18488.66,25564.67
0.00,42.00,3.00,0.00,0.00,1.00,1.00,5452.64,3222.58,3493.35
0.00,18.00,7.00,0.00,0.00,0.00,1.00,0.00,2327.42,2523.96
0.00,16.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
0.00,34.00,12.00,0.00,0.00,1.00,0.00,10417.42,0.00,0.00
0.00,17.00,11.00,0.00,0.00,0.00,1.00,478.06,0.00,12665.59
0.00,20.00,12.00,0.00,0.00,1.00,0.00,6494.97,0.00,2365.84
0.00,48.00,12.00,0.00,0.00,1.00,0.00,19861.09,17480.71,18490.79
0.00,51.00,11.00,0.00,0.00,1.00,1.00,15282.28,13964.52,13447.31
0.00,29.00,12.00,0.00,0.00,1.00,0.00,12735.23,18316.79,7610.29
0.00,42.00,12.00,0.00,0.00,1.00,0.00,18520.95,9241.65,25113.96
0.00,37.00,12.00,1.00,0.00,0.00,0.00,4329.98,1040.18,22878.16
0.00,24.00,13.00,0.00,0.00,1.00,0.00,12384.53,15255.34,25564.67
0.00,46.00,5.00,0.00,0.00,1.00,1.00,17600.09,17065.35,21217.20
0.00,16.00,10.00,0.00,0.00,0.00,1.00,0.00,0.00,5244.45
0.00,29.00,12.00,0.00,0.00,1.00,0.00,4998.09,7343.90,12612.40
0.00,27.00,13.00,0.00,0.00,1.00,0.00,25862.32,25243.55,0.00
0.00,26.00,14.00,0.00,0.00,1.00,0.00,25862.32,25243.55,22823.49
0.00,42.00,12.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
0.00,23.00,12.00,0.00,1.00,0.00,0.00,12633.35,12949.40,0.00
0.00,23.00,15.00,0.00,0.00,0.00,0.00,8975.40,8149.55,22225.01
0.00,26.00,16.00,1.00,0.00,1.00,0.00,5603.50,12249.39,13286.24
0.00,34.00,9.00,1.00,0.00,1.00,1.00,18534.66,9091.26,14964.94
0.00,32.00,17.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,26.00,13.00,0.00,0.00,1.00,0.00,13377.87,14745.10,16207.71
0.00,48.00,8.00,0.00,0.00,1.00,1.00,7251.25,8529.10,6315.80
0.00,18.00,11.00,0.00,0.00,0.00,1.00,1226.50,631.98,3404.68
0.00,16.00,5.00,1.00,0.00,0.00,1.00,0.00,3485.76,3465.27
0.00,26.00,12.00,0.00,0.00,1.00,0.00,22298.42,17713.45,8758.49
0.00,24.00,12.00,0.00,0.00,1.00,0.00,24794.52,24244.55,25564.67
0.00,28.00,16.00,0.00,0.00,1.00,0.00,22441.44,16614.19,0.00
0.00,51.00,7.00,0.00,0.00,1.00,1.00,9157.61,10672.11,12916.81
0.00,24.00,10.00,0.00,0.00,0.00,1.00,15284.24,16202.42,13218.26
0.00,23.00,14.00,0.00,0.00,0.00,0.00,17076.97,12485.71,18945.93
0.00,38.00,8.00,0.00,0.00,1.00,1.00,25560.59,24958.89,25564.67
0.00,49.00,3.00,0.00,1.00,1.00,1.00,5362.51,5365.60,3750.47
0.00,43.00,16.00,0.00,0.00,1.00,0.00,25274.54,18574.60,25564.67
0.00,27.00,12.00,0.00,0.00,1.00,0.00,15578.13,18148.50,18910.47
0.00,39.00,12.00,0.00,0.00,1.00,0.00,21734.15,20588.71,25564.67
0.00,33.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,18.00,11.00,0.00,0.00,0.00,1.00,2002.37,5070.19,16291.94
0.00,31.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,23.00,12.00,1.00,0.00,1.00,0.00,13240.73,6591.97,6923.15
0.00,26.00,6.00,0.00,0.00,1.00,1.00,11585.14,14931.29,10215.52
0.00,22.00,12.00,0.00,0.00,1.00,0.00,10147.04,9766.21,10658.84
0.00,48.00,8.00,0.00,0.00,1.00,1.00,15766.22,8387.66,20558.13
0.00,16.00,10.00,0.00,0.00,0.00,1.00,924.77,1613.08,3845.05
0.00,54.00,12.00,0.00,0.00,1.00,0.00,17921.41,17643.63,18474.54
0.00,44.00,14.00,0.00,0.00,1.00,0.00,24392.87,25243.55,25564.67
0.00,50.00,12.00,0.00,0.00,1.00,0.00,19555.44,16741.31,21594.02
0.00,28.00,13.00,0.00,0.00,1.00,0.00,18554.26,20193.05,25564.67
0.00,17.00,11.00,0.00,0.00,0.00,1.00,0.00,1484.18,9278.65
0.00,51.00,13.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,28.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,34.00,11.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,28.00,16.00,0.00,0.00,1.00,0.00,21242.37,25243.55,1921.05
0.00,27.00,14.00,0.00,0.00,1.00,0.00,19702.39,20262.87,15923.98
0.00,39.00,7.00,0.00,1.00,1.00,1.00,603.45,5746.94,7645.76
0.00,27.00,12.00,0.00,1.00,1.00,0.00,25096.25,23689.55,25564.67
0.00,27.00,12.00,0.00,1.00,1.00,0.00,12437.43,13373.71,15421.55
0.00,29.00,17.00,0.00,0.00,1.00,0.00,19522.13,20678.23,13367.51
0.00,52.00,10.00,0.00,0.00,1.00,1.00,6299.04,5097.05,0.00
0.00,34.00,12.00,0.00,0.00,0.00,0.00,11448.00,7220.37,9241.70
0.00,45.00,14.00,0.00,0.00,0.00,0.00,7923.28,6980.47,7004.42
0.00,29.00,12.00,0.00,0.00,1.00,0.00,14768.95,11146.55,6420.72
0.00,26.00,12.00,0.00,0.00,1.00,0.00,15201.95,18904.02,24310.08
0.00,32.00,16.00,0.00,0.00,1.00,0.00,4282.96,7032.39,4238.12
0.00,28.00,11.00,0.00,0.00,1.00,1.00,25862.32,24855.05,24799.21
0.00,43.00,12.00,0.00,0.00,1.00,0.00,25862.32,23243.76,25564.67
0.00,23.00,12.00,0.00,1.00,0.00,0.00,19371.27,644.52,25564.67
0.00,30.00,3.00,0.00,1.00,1.00,1.00,13240.73,13361.18,25564.67
0.00,43.00,6.00,0.00,1.00,1.00,1.00,21743.94,24667.06,25564.67
0.00,23.00,12.00,0.00,0.00,0.00,0.00,5540.81,7240.07,18041.56
0.00,25.00,3.00,0.00,1.00,0.00,1.00,10695.64,10102.79,18733.14
0.00,31.00,16.00,0.00,0.00,1.00,0.00,23125.23,14104.16,6267.04
0.00,39.00,10.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,18.00,12.00,0.00,0.00,0.00,0.00,5456.56,7585.60,12946.36
0.00,46.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,44.00,18.00,0.00,0.00,1.00,0.00,25862.32,15996.53,0.00
0.00,26.00,16.00,0.00,0.00,1.00,0.00,11833.97,0.00,0.00
0.00,22.00,15.00,0.00,0.00,0.00,0.00,2886.00,4583.23,20679.31
0.00,34.00,13.00,0.00,0.00,0.00,0.00,10417.42,19176.15,22904.76
0.00,51.00,17.00,0.00,0.00,0.00,0.00,1087.39,0.00,10391.37
0.00,16.00,10.00,0.00,0.00,0.00,1.00,0.00,4769.42,13136.99
0.00,54.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,26.00,18.00,0.00,1.00,1.00,0.00,19008.81,18753.63,25564.67
0.00,25.00,18.00,0.00,0.00,1.00,0.00,0.00,0.00,20689.65
0.00,29.00,12.00,1.00,0.00,1.00,0.00,23914.81,16146.92,25564.67
0.00,23.00,14.00,1.00,0.00,0.00,0.00,0.00,55.50,0.00
0.00,34.00,12.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,38.00,14.00,1.00,0.00,0.00,0.00,22410.09,22042.45,25564.67
0.00,28.00,18.00,0.00,0.00,0.00,0.00,276.26,0.00,0.00
0.00,37.00,16.00,0.00,0.00,1.00,0.00,13350.44,13857.10,17703.16
0.00,25.00,12.00,0.00,0.00,0.00,0.00,7263.00,10305.10,10542.10
0.00,53.00,16.00,0.00,0.00,1.00,0.00,3869.55,9345.48,15294.47
0.00,26.00,16.00,0.00,0.00,0.00,0.00,0.00,1901.32,25309.02
0.00,40.00,5.00,0.00,1.00,1.00,1.00,0.00,0.00,8084.64
0.00,55.00,12.00,1.00,0.00,0.00,0.00,12842.99,10661.37,8050.65
0.00,53.00,13.00,1.00,0.00,0.00,0.00,9194.84,8600.71,8662.43
0.00,23.00,13.00,0.00,1.00,1.00,0.00,4888.37,12664.74,4171.62
0.00,21.00,11.00,0.00,0.00,0.00,1.00,9706.21,10732.98,3437.19
0.00,26.00,16.00,0.00,0.00,0.00,0.00,10540.86,14913.39,5211.94
0.00,26.00,16.00,0.00,0.00,0.00,0.00,135.19,0.00,0.00
0.00,25.00,15.00,0.00,0.00,0.00,0.00,7807.68,14582.18,15060.99
0.00,52.00,16.00,0.00,0.00,0.00,0.00,25862.32,25243.55,24358.84
0.00,30.00,12.00,1.00,0.00,0.00,0.00,0.00,0.00,1898.88
0.00,25.00,16.00,0.00,0.00,0.00,0.00,25650.72,4789.11,1251.63
0.00,48.00,13.00,1.00,0.00,1.00,0.00,5977.72,5748.73,6005.48
0.00,34.00,18.00,0.00,0.00,0.00,0.00,22359.15,25243.55,25564.67
0.00,32.00,12.00,0.00,0.00,0.00,0.00,25862.32,25243.55,25564.67
0.00,16.00,9.00,1.00,0.00,0.00,1.00,0.00,0.00,2158.96
0.00,32.00,12.00,0.00,0.00,1.00,0.00,2815.47,0.00,0.00
0.00,33.00,17.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,41.00,7.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,26.00,12.00,1.00,0.00,1.00,0.00,18728.63,18547.74,18464.19
0.00,38.00,18.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
0.00,40.00,12.00,0.00,0.00,1.00,0.00,22329.76,23925.87,23717.51
0.00,19.00,12.00,0.00,0.00,0.00,0.00,4627.79,7245.44,3785.94
0.00,16.00,10.00,0.00,0.00,0.00,1.00,0.00,0.00,23209.17
0.00,28.00,14.00,0.00,0.00,0.00,0.00,1920.08,6821.13,25564.67
0.00,26.00,14.00,0.00,0.00,0.00,0.00,22131.88,25243.55,25564.67
0.00,21.00,16.00,0.00,0.00,0.00,0.00,164.58,5861.52,8161.48
0.00,36.00,17.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,28.00,14.00,0.00,0.00,1.00,0.00,17766.63,20628.10,22928.41
0.00,39.00,10.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,31.00,15.00,0.00,0.00,1.00,0.00,25862.32,25243.55,22117.13
0.00,21.00,13.00,0.00,0.00,0.00,0.00,11645.88,10630.94,12803.02
0.00,23.00,12.00,0.00,0.00,1.00,0.00,11062.02,9873.63,18476.02
0.00,52.00,12.00,0.00,0.00,1.00,0.00,22574.67,19405.31,25564.67
0.00,53.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,49.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,29.00,6.00,0.00,1.00,1.00,1.00,8542.40,6701.18,7196.53
0.00,47.00,5.00,0.00,1.00,1.00,1.00,22874.44,25243.55,17732.72
0.00,51.00,2.00,0.00,1.00,1.00,1.00,23266.29,25243.55,14777.27
0.00,37.00,3.00,0.00,1.00,1.00,1.00,9326.11,9044.71,14664.96
0.00,39.00,15.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,31.00,10.00,0.00,0.00,1.00,1.00,21526.46,25243.55,25564.67
0.00,46.00,12.00,0.00,0.00,1.00,0.00,22923.42,24437.90,25564.67
0.00,28.00,14.00,0.00,0.00,1.00,0.00,21142.45,8591.76,25564.67
0.00,26.00,13.00,0.00,0.00,1.00,0.00,15198.03,15391.40,18178.99
0.00,26.00,12.00,0.00,0.00,1.00,0.00,17480.58,17403.73,17620.41
0.00,52.00,8.00,0.00,0.00,0.00,1.00,18946.11,16564.06,12006.53
0.00,40.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,28.00,14.00,0.00,0.00,0.00,0.00,13326.93,13441.74,21503.88
0.00,34.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,19.00,13.00,0.00,0.00,0.00,0.00,509.41,3290.61,7843.77
0.00,23.00,15.00,0.00,0.00,1.00,0.00,11.76,2968.36,12832.58
0.00,22.00,13.00,0.00,0.00,1.00,0.00,17259.18,17600.66,10044.11
0.00,29.00,13.00,0.00,0.00,1.00,0.00,25862.32,22806.92,24527.31
0.00,33.00,14.00,0.00,0.00,1.00,0.00,19428.09,23687.76,25564.67
0.00,51.00,12.00,0.00,0.00,0.00,0.00,25862.32,25243.55,25564.67
0.00,18.00,12.00,0.00,0.00,0.00,0.00,3632.48,1887.00,5407.00
0.00,51.00,16.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,20.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,2962.84
0.00,39.00,12.00,0.00,0.00,1.00,0.00,13597.31,13848.15,18778.95
0.00,28.00,17.00,0.00,0.00,0.00,0.00,13732.50,11995.16,7013.29
0.00,51.00,12.00,0.00,0.00,1.00,0.00,10648.62,4434.63,0.00
0.00,29.00,8.00,0.00,1.00,1.00,1.00,24142.09,20101.74,25564.67
0.00,33.00,6.00,0.00,1.00,1.00,1.00,23215.35,15359.18,8876.70
0.00,52.00,9.00,0.00,0.00,1.00,1.00,8324.93,8734.98,6491.65
